title,summary,link,cluster
چگونه در تاکسی و مترو مبتلا به کرونا نشویم ,محدود کردن سفرهای درون شهری و لغو سفرهای غیر ضروری و همچنین رعایت نکات بهداشتی در سفرها از سوی رانندگان و مسافران می‌تواند نقش موثری در جلوگیری از شیوع ویروس کرونا داشته باشد ,https://www.hamshahrionline.ir/news/501501/چگونه-در-تاکسی-و-مترو-مبتلا-به-کرونا-نشویم,5
چرا درمان کم‌خونی در روزهای کرونایی اهمیت دارد ,تقویت سیستم ایمنی بدن در پیشگیری از ابتلا به کرونا نقش مهمی دارد از آنجا که کم‌خونی سبب تضعیف سیستم ایمنی بدن می‌شود باید با مصرف مواد غذایی حاوی آهن این مشکل را برطرف کرد ,https://www.hamshahrionline.ir/news/501545/چرا-درمان-کم-خونی-در-روزهای-کرونایی-اهمیت-دارد,0
مدیریت اضطراب مالی در روزهای بحرانی کرونا ,نابسامانی اوضاع مالی، استرس بیکاری، ایجاد اختلال ناگهانی در روال عادی زندگی و عدم اطمینان به آینده از عواملی هستند که سلامت روان را تحت تأثیر خود قرار می‌دهند ,https://www.hamshahrionline.ir/news/501563/مدیریت-اضطراب-مالی-در-روزهای-بحرانی-کرونا,5
معضلی تازه در مسیر ساخت واکسن کرونا ,محققان از شناسایی اولین جهش عمده در ویروس کرونا خبر دادند و ابراز نگرانی کردند این امر به کند شدن روند تولید واکسن برای مقابله با بیماری مذکور بینجامد ,https://www.hamshahrionline.ir/news/501604/معضلی-تازه-در-مسیر-ساخت-واکسن-کرونا,0
وقوع پدیده‌ای بی‌سابقه؛ کرونا باعث سکوت زمین شد ,سروصدای زندگی ما انسان‌ها روی زمین باعث بروز لرزه‌هایی بر پوسته زمین می‌شود با شیوع ویروس کرونا، مردم در خانه‌های خود مانده‌اند و سروصدای زمین و لرزش‌های پوسته زمین کمتر شده است ,https://www.hamshahrionline.ir/news/501645/وقوع-پدیده-ای-بی-سابقه-کرونا-باعث-سکوت-زمین-شد,5
کرونا ممکن است موش‌های شهری را تهاجمی و خطرناک کند ,قرنطینه شهرها و به دنبال آن تعطیل شدن رستوران‌ها و مراکز تهیه غذا در سراسر جهان باعث کاهش شدید منابع غذایی موش‌های شهری و گرسنگی آن‌ها شده است با توجه به انتخاب‌های اندک مود برای این جوندگان، این شرایط احتمالاً آن‌ها را به سمت هم نوع خواری سوق خواهد داد که به دید برخی دانشمندان می‌تواند به ظهور نسل جدیدی از موش‌های تهاجمی منجر شود ,https://www.hamshahrionline.ir/news/501330/کرونا-ممکن-است-موش-های-شهری-را-تهاجمی-و-خطرناک-کند,5
فیلم کرونا عملکرد مغز را هم مختل می‌کند ,دکتر حسین آقامیری متخصص مغز و اعصاب از افزایش حدود درصدی سکته مغزی در دوران شیوع ویروس کرونا خبر داد و در این باره توضیحاتی داد که در این ویدئو می‌بینید ,https://www.hamshahrionline.ir/news/501282/فیلم-کرونا-عملکرد-مغز-را-هم-مختل-می-کند,0
دیابتی‌ها در معرض خطر بیشتر بیماری وخیم‌ کرونا هستند ,دیابتی‌ها از لحاظ میزان دچار شد کرونا با افراد دیگری تفاوتی ندارند، اما در صورت عفونت در معرض خطر بیشتر دچار شدن به بیماری وخیم‌ کووید هستند ,https://www.hamshahrionline.ir/news/501320/دیابتی-ها-در-معرض-خطر-بیشتر-بیماری-وخیم-کرونا-هستند,0
ایفوگرافیک وضعیت و جایگاه ایران در میان اصلی‌ترین کشورهای درگیر کرونا ,آمار مبتلایان، فوت شدگان و بهبودیافته‌های کرونا در کشور اصلی درگیر این بیماری را در این ایفنوگرافیک ببینید ,https://www.hamshahrionline.ir/news/502196/ایفوگرافیک-وضعیت-و-جایگاه-ایران-در-میان-اصلی-ترین-کشورهای-درگیر,5
جدیدترین تصمیمات درباره کنکور ؛ کنکور برگزار می‌شود زمان برگزاری آزمون‌های سازمان سنجش ,دبیر ستاد علم و فناوری شورای عالی انقلاب فرهنگی و دبیر این شورا درباره تصمیمات جدیدی که در زمینه برگزاری کنکور کارشناسی در شرایط شیوع کرونا با حضور تمام مسئولان این حوزه اتخاذ شده است، توضیح دادند ,https://www.hamshahrionline.ir/news/502168/جدیدترین-تصمیمات-درباره-کنکور-۹۹-کنکور-برگزار-می-شود-زمان,5
مردی سرایدار مدرسه دخترش را کور کرد سرایدار متلک گفته بود ,مردی که سرایدار مدرسه دخترش را به اتهام متلک گفتن کور کرده بود از سوی قضات دادگاه کیفری به پرداخت دیه و زندان محکوم شد ,https://www.hamshahrionline.ir/news/502146/مردی-سرایدار-مدرسه-دخترش-را-کور-کرد-سرایدار-متلک-گفته-بود,5
پسر جوان مادرش را کشت و آتش زد ,پسر جوان که پس از قتل مادرش جسد وی را به آتش کشیده بود از سوی پلیس دستگیر شد ,https://www.hamshahrionline.ir/news/502141/پسر-جوان-مادرش-را-کشت-و-آتش-زد,5
توضیحات مهم وزیر آموزش و پرورش درباره سال تحصیلی و امتحانات نحوه برگزاری امتحانات نهایی پایه دوازدهم ,وزیر آموزش‌ و پرورش با اشاره به آخرین تصمیمات اتخاذ شده برای برگزاری امتحانات نهایی دانش‌آموزان به صورت حضوری ، شرط برگزاری این امتحانات را منوط به اعلام وزارت بهداشت کرد ,https://www.hamshahrionline.ir/news/502145/توضیحات-مهم-وزیر-آموزش-و-پرورش-درباره-سال-تحصیلی-و-امتحانات,5
ماجرای زن کرونایی و راننده‌ای که می‌خواست به او تجاوز کند ,راننده شرور که قصد تجاوز به زن جوان را داشت، وقتی فهمید او به کرونا مبتلاست، زن را از خودرو بیرون انداخت و متواری شد ,https://www.hamshahrionline.ir/news/502138/ماجرای-زن-کرونایی-و-راننده-ای-که-می-خواست-به-او-تجاوز-کند,5
سارقان در منزل و مغازه احمدرضا عابدزاده ,رئیس کل دادگستری استان مازندران با بیان اینکه سارقان منزل و مغازه دروازه‌بان اسبق تیم ملی دستگیر شدند،‌ تأکید کرد سارقان جزء زندانیان در حال مرخصی در بخشنامه رئیس قوه قضائیه نبودند ,https://www.hamshahrionline.ir/news/502139/سارقان-در-منزل-و-مغازه-احمدرضا-عابدزاده,5
فیلم تصاویری از سیل وحشتناک دیروز در شهداد کرمان ,بخشدار شهداد کرمان گفت روستاهای جهر و پشوئیه در بخش شهداد شهرستان کرمان، در محاصره آب و در معرض طغیان رودخانه‌ها قرار دارد ,https://www.hamshahrionline.ir/news/502127/فیلم-تصاویری-از-سیل-وحشتناک-دیروز-در-شهداد-کرمان,7
فیلم سکانس سانسور شده نون خ لو رفت شوخی با شخصیت سینمایی قبل انقلاب ,سکانسی که درباره یکی از فیلم‌های قبل از انقلاب بود در قسمت اول سریال نون خ سانسور شد ,https://www.hamshahrionline.ir/news/501195/فیلم-سکانس-سانسور-شده-نون-خ-لو-رفت-شوخی-با-شخصیت-سینمایی,8
سیامک شایقی به کما رفت ,سیامک شایقی سینماگر و کارگردان آثار بسیاری از جمله خواب زمستانی به دلیل ابتلا به سرطان به کما رفت ,https://www.hamshahrionline.ir/news/501169/سیامک-شایقی-به-کما-رفت,11
یادگارهای محمدعلی کشاورز برای موزه سینما ,فروردین ماه سالروز تولد محمدعلی کشاورزهنرمند محبوب و پیشکوست سینما، تئاتر و تلویزیون است محمد علی کشاورز تعدادی از یادمان های شخصی اش را به موزه سینما اهدا کرد ,https://www.hamshahrionline.ir/news/501188/یادگارهای-محمدعلی-کشاورز-برای-موزه-سینما,11
واکنش قوه قضاییه به حمایت سینماگران از یک متهم اقتصادی ,سخنگوی قوه‌قضاییه گفت نامه موسوم به هنرمندان برای آزادی یک متهم اقتصادی هنرمندانه نبود ,https://www.hamshahrionline.ir/news/501072/واکنش-قوه-قضاییه-به-حمایت-سینماگران-از-یک-متهم-اقتصادی,11
کرونا جشنواره تهران مبارک را به تعطیلی کشاند ,دبیرخانه جشنواره‌های اداره‌ کل هنرهای نمایشی اعلام کرد هجدهمین جشنواره بین‌المللی نمایش عروسکی تهران مبارک در مردادماه برگزار نمی‌شود ,https://www.hamshahrionline.ir/news/501037/کرونا-جشنواره-تهران-مبارک-را-به-تعطیلی-کشاند,11
آرزوی محمدعلی کشاورز هنگام برش کیک سالگی بالاخره پدرسالار را دیدم ,محمدعلی کشاورز در آستانه سالگی از مهم‌ترین آموزه زندگی‌اش می‌گوید ,https://www.hamshahrionline.ir/news/500918/آرزوی-محمدعلی-کشاورز-هنگام-برش-کیک-۹۰-سالگی-بالاخره-پدرسالار,11
واکنش سازمان اوج به فروش میلیون تومانی خروج در یک روز ,آمار فروش آنلاین فیلم خروج با وجود لو رفتن نسخه قاچاقِ آن حاکی از درآمد میلیون تومانی در یک روز اکران است سازمان اوج که تهیه کننده این فیلم است معتقد است سود کرده است ,https://www.hamshahrionline.ir/news/500981/واکنش-سازمان-اوج-به-فروش-۴۰۷-میلیون-تومانی-خروج-در-یک-روز,11
صدای سازهای ناکوک کوک شد ,موسیقی سازهای ناکوک توسط شورا کریمی آماده شد تا این فیلم در استودیوی ایرج شهزادی، وارد مرحله صداگذاری و میکس شود ,https://www.hamshahrionline.ir/news/500992/صدای-سازهای-ناکوک-کوک-شد,11
چه کسی واداده است؛ دن‌کیشوت یا گلادیاتور از واکنش به درخواست روحانی تا ماجرای توسکا و روبیکا ,واژه وادادگی دقیقا توصیفی است از آنچه این سال‌ها، ماه‌ها و روزها بر صداوسیما می‌رود؛ از انتقادات کهنه و تکراری بر سر اداره جناحی سیاسی رسانه ملی تا فروشی‌شدن برنامه‌ها و غلبه برنامه آگهی تا سیطره غیرشفاف اسپانسرینگ ,https://www.hamshahrionline.ir/news/500924/چه-کسی-واداده-است-دن-کیشوت-یا-گلادیاتور-از-واکنش-به-درخواست,5
افتتاحیه میلیونی خروج در اکران اینترنتی استقبال هزار مخاطب ,فیلم سینمایی خروج ساخته ابراهیم حاتمی‌کیا در اولین روز اکران اینترنتی به فروشی بالغ بر میلیون تومان رسید ,https://www.hamshahrionline.ir/news/500902/افتتاحیه-۴۰۷-میلیونی-خروج-در-اکران-اینترنتی-استقبال-۸۵-هزار,11
ماجرای عجیب کشتی گیر ایرانی عمدا دوپینگ کردم، بی صبرانه منتظر جواب آزمایش بودم ,تا پیش از این مرسوم بود که ورزشکاران ماجرای دوپینگ خود را انکار می کردند و از بی خبری خود می گفتند اما کیوان رضایی می گوید عمدا دوپینگ کردم و بی صبرانه منتظر مشخص شدن جواب آزمایشم بودم ,https://www.hamshahrionline.ir/news/502548/ماجرای-عجیب-کشتی-گیر-ایرانی-عمدا-دوپینگ-کردم-بی-صبرانه-منتظر,3
تخلف برخی مراکز درمانی تهران در روزهای کرونایی پسماندهای پزشکی را در اراضی کشاورزی رها کردند ,رئیس اداره محیط زیست انسانی استان تهران با اشاره به افزایش میزان پسماند روزانه در بیمارستان‌های شهر تهران در ایام شیوع کرونا، از تخلف برخی مراکز درمانی در زمینه امحای پسماندهای بیمارستانی خبر داد ,https://www.hamshahrionline.ir/news/502615/تخلف-برخی-مراکز-درمانی-تهران-در-روزهای-کرونایی-پسماندهای-پزشکی,5
نتایج یک نظرسنجی چند درصد تهرانی‌ها به خاطر کرونا اضطراب دارند ,فرمانده عملیات مدیریت کرونا در کلان شهر تهران گفت حداقل درصد شهروندان تهرانی در معرض اضطراب‌زایی ناشی از کرونا قرار دارند ,https://www.hamshahrionline.ir/news/502270/نتایج-یک-نظرسنجی-چند-درصد-تهرانی-ها-به-خاطر-کرونا-اضطراب-دارند,2
خالق تام و جری و ملوان زبل انیماتور برنده اسکار درگذشت ,کارگردان چند قسمت از انیمیشن‌های معروف تام و جری و ملوان زبل در سن ۹۵سالگی درگذشت ,https://www.hamshahrionline.ir/news/502801/خالق-تام-و-جری-و-ملوان-زبل-انیماتور-برنده-اسکار-درگذشت,11
آمار ابتلا به کرونا در خانواده زندانیان آزادشده کرونا گلریزان رمضانی برای رهایی زندانیان را تعطیل کرد ,مدیرعامل انجمن حمایت زندانیان مرکز با اشاره به آمار ابتلا به کرونا در میان خانواده‌های زندانیان به ویژه آنها که آزاد شده‌اند، از برگزار نشدن مراسم گلریزان و جمع‌آوری پول برای رهایی زندانیان ابراز نگرانی کرد و راه حلی نیز برای آن ارائه داد ,https://www.hamshahrionline.ir/news/502572/آمار-ابتلا-به-کرونا-در-خانواده-زندانیان-آزادشده-کرونا-گلریزان,5
فیلم آیا می‌توان ماسک‌ها ضد عفونی کرد ,ماسک‌ها یکبار مصرف هستند اما آیا می‌توان آنها را به طریقی ضد عفونی کرد ,https://www.hamshahrionline.ir/news/502682/فیلم-آیا-می-توان-ماسک-ها-ضد-عفونی-کرد,3
چند درصد مردم موافق تداوم محدودیت‌های رفت‌وآمد هستند ,نتایج نظرسنجی‌های اخیر مرکز افکارسنجی دانشجویان ایران نشان می‌دهد درصد مردم موافق تداوم خانه‌نشینی و محدودیت رفت‌وآمد تا از بین رفتن کرونا هستند ,https://www.hamshahrionline.ir/news/502798/چند-درصد-مردم-موافق-تداوم-محدودیت-های-رفت-وآمد-هستند,2
واکنش رسول پناه به مصاحبه رسن و ماجرای جدایی شجاع ،علیپور و ترابی ,از جمله بازیکنانی که با وی صحبت داشتیم، بشار رسن است گلایه‌های او را تلفنی شنیدم رسن عنوان می‌کرد که به او دروغ گفته شده است و بارها وعده‌هایی داده‌اند که عملی نشد ,https://www.hamshahrionline.ir/news/502658/واکنش-رسول-پناه-به-مصاحبه-رسن-و-ماجرای-جدایی-شجاع-علیپور-و-ترابی,3
چطور پرتقال بحران کرونا را مهار کرد ,دولت پرتغال میزان پایین موارد کرونا در این کشور را به پاسخ سریع و انعطاف‌پذیر بر مبنای بدترین سناریو در این کشور و تعطیلی زودرس مدارس و دانشگاه‌ها در مارس اسفند نسبت می‌دهد ,https://www.hamshahrionline.ir/news/502936/چطور-پرتقال-بحران-کرونا-را-مهار-کرد,5
فعالیت کسب‌وکارها در پایتخت تا بامداد قانونی می‌شود ,عضو شورای اسلامی شهر تهران گفت پیشنهاد شد بعد از بازگشایی کسب‌وکارها، این صنوف اجازه داشته باشند تا ساعت بامداد فعالیت کنند تا هم توزیع ترافیک شود و هم کسب‌وکارها رونق پیدا کند ,https://www.hamshahrionline.ir/news/502732/فعالیت-کسب-وکارها-در-پایتخت-تا-۳-بامداد-قانونی-می-شود,5
ایران شنبه را اول ماه مبارک رمضان اعلام کرد زمان آغاز ماه رمضان در دیگر کشورها ,عضو ارشد ستاد استهلال دفتر مقام معظم رهبری با بیان اینکه هلال ماه مبارک رمضان امشب دیده نشد، تاکید کرد ماه مبارک رمضان شنبه ششم اردیبهشت ماه است ,https://www.hamshahrionline.ir/news/504354/ایران-شنبه-را-اول-ماه-مبارک-رمضان-اعلام-کرد-زمان-آغاز-ماه-رمضان,0
آمریکا پاسخ حمله عین‌الاسد را می‌داد نقطه را می‌زدیم امروز اعلام می‌کنم یک ابرقدرت هستیم چراغ خاموش فضایی شدیم ,فرمانده نیروی هوا فضای سپاه با اشاره به موفقیت این نیرو در پرتاب ماهواره نور توسط ماهواره‌بر قاصد تصریح کرد انشالله روزی خواهد رسید که فرماندهی فضایی ما هم جایگاه ویژه ای در کشور هم در بخش دفاعی و هم بخش غیر دفاعی پیدا خواهد کرد ,https://www.hamshahrionline.ir/news/504353/آمریکا-پاسخ-حمله-عین-الاسد-را-می-داد-۴۰۰-نقطه-را-می-زدیم-امروز,13
همشهری چگونه سناریوی شهادت امام خمینی در هم شکست ,بررسی عملیات نظامی آمریکا در طبس برای آزادی گروگان‌ها ,https://www.hamshahrionline.ir/news/504306/همشهری-TV-چگونه-سناریوی-شهادت-امام-خمینی-در-هم-شکست,5
انتقاد روسیه از حقه کثیف آمریکا پرتاب نور نقض برجام و قطعنامه سازمان ملل نیست ,سخنگوی وزارت امور خارجه روسیه از حق ایران در پرتاب ماهواره نظامی سپاه در چارچوب توافق هسته‌ای با غرب دفاع کرد ,https://www.hamshahrionline.ir/news/504346/انتقاد-روسیه-از-حقه-کثیف-آمریکا-پرتاب-نور-نقض-برجام-و-قطعنامه,13
برنامه‌های حرم رضوی برای عبادات ماه رمضان ,تولیت آستان قدس رضوی گفت امسال از برگزاری برنامه‌هایی مانند گذشته محروم هستیم ولی با این وجود مراسم و مناسک عبادی تعطیل نمی‌شود و به شکل دیگری انجام خواهد شد ,https://www.hamshahrionline.ir/news/504317/برنامه-های-حرم-رضوی-برای-عبادات-ماه-رمضان,5
آمریکا رکورددار تست کرونا در جهان روزی هزار مورد ,آمریکا روزی هزار تست کرونا از شهروندانش می‌گیرد و برای تسریع در کار روشی را ابداع کرده که طیک دقیقه نتیجه تست مشخص می‌شود ,https://www.hamshahrionline.ir/news/504329/آمریکا-رکورددار-تست-کرونا-در-جهان-روزی-۱۴۶-هزار-مورد,5
پیغام تهیه‌کننده شهرزاد از اوین رقم دستمزدها را اعلام می‌کنم ,سیدمحمد امامی که محکومیت خود را در اوین می‌گذراند اعلام کرد حاضر است تحت شرایطی رقم دستمزد بازیگران کارهایش را اعلام کند ,https://www.hamshahrionline.ir/news/504321/پیغام-تهیه-کننده-شهرزاد-از-اوین-رقم-دستمزدها-را-اعلام-می-کنم,5
جایزه پنتاگون برای هک کردن ماهواره‌های نظامی ,وزارت دفاع آمریکا ثبت نام برای شرکت در مسابقه هک کردن ماهواره‌های نظامی را آغاز کرد ,https://www.hamshahrionline.ir/news/504332/جایزه-پنتاگون-برای-هک-کردن-ماهواره-های-نظامی,13
درخواست صریح رئیس بانک مرکزی از صندوق بین‌المللی پول ,رئیس کل بانک مرکزی به رئیس صندوق بین‌المللی پول گفت ملت ما انتظار دارد صندوق بین‌المللی پول کنار آن‌ها باشد نه اینکه در پاسخ به درخواست‌های ما وزنی برای محاسبات سیاسی قائل شود اگر بی‌طرفی صندوق لطمه ببیند ترمیم آن کاری بسیار دشوار خواهد بود ,https://www.hamshahrionline.ir/news/504319/درخواست-صریح-رئیس-بانک-مرکزی-از-صندوق-بین-المللی-پول,5
پیشنهاد رئیس جمهوری تاجیکستان به کشاورزان؛ فعلا روزه نگیرید ,رئیس جمهوری تاجیکستان از کشاورزان این کشور خواست در ماه رمضان امسال روزه نگیرند و آن را بعدا و با تاخیر ادا کنند ,https://www.hamshahrionline.ir/news/504333/پیشنهاد-رئیس-جمهوری-تاجیکستان-به-کشاورزان-فعلا-روزه-نگیرید,0
سپاه پیشمرگ مردم و انقلاب است ,فرمانده کل سپاه پاسداران انقلاب اسلامی خطاب به فرمانده کل قوا اظهار داشت ما پیشمرگان مردم بزرگوار و نجیب ایران و نیز پاسدار انقلابشان، مفتخریم که برای سربلندی ملت مظلوم و مقاوم خود، آنچه در توان و اختیار داشته را به کار بسته‌ایم ,https://www.hamshahrionline.ir/news/504325/سپاه-پیشمرگ-مردم-و-انقلاب-است,5
اگر وام یک میلیونی نگرفته‌اید سه روز فرصت دارید ,کسانی که خود را واجد شرایط دریافت وام یک میلیون تومانی کرونا می‌دانند اما هنوز موفق به دریافت آن نشده‌اند تا اردیبهشت فرصت دارند ,https://www.hamshahrionline.ir/news/504324/اگر-وام-یک-میلیونی-نگرفته-اید-سه-روز-فرصت-دارید,16
احضار حافظ منافع آمریکا به وزارت خارجه ,سفیر سوئیس به عنوان حافظ منافع آمریکا به وزارت خارجه احضار شد ,https://www.hamshahrionline.ir/news/504322/احضار-حافظ-منافع-آمریکا-به-وزارت-خارجه,5
پخش زنده محفل قرآنی رهبر انقلاب از شبکه قرآن ,محفل قرآنی رهبر معظم انقلاب به رسم هر سال روز اول ماه رمضان برگزار می‌شود و امسال به دلیل شیوع ویروس کرونا صرفا از شبکه قرآن تلویزیون روی آنتن می‌رود ,https://www.hamshahrionline.ir/news/504320/پخش-زنده-محفل-قرآنی-رهبر-انقلاب-از-شبکه-قرآن,5
آقای روحانی؛ عجله نکنید بازگشایی اماکن عمومی یعنی گسترش بیماری ,رئیس سازمان نظام پزشکی در نامه‌ای به رئیس جمهور، هرگونه تعجیل در بازگشایی مکان‌های تجمع از قبیل اماکن مذهبی،‌ مدارس،‌ دانشگاه‌ها و را موجب گسترش بیماری، آسیب رساندن به جان و سلامت مردم، هدر رفتن زحمات گذشته و فرسودگی کادر درمانی کشور دانست ,https://www.hamshahrionline.ir/news/504311/آقای-روحانی-عجله-نکنید-بازگشایی-اماکن-عمومی-یعنی-گسترش-بیماری,5
روحانی سالی سخت برای اشتغال داریم تلاش همگانی برای جهش تولید ,رئیس جمهور با بیان اینکه همه در دولت تلاش می‌کنیم کلام رهبر معظم انقلاب در خصوص سال جهش تولید عملیاتی شود افزود امسال سال سختی برای اشتغال در برخی رسته‌های فعالیت‌های اقتصادی است ,https://www.hamshahrionline.ir/news/504313/روحانی-سالی-سخت-برای-اشتغال-داریم-تلاش-همگانی-برای-جهش-تولید,5
درگذشت بانو واعظی مادر چهار شهید به فرزندانش پیوست ,بانو سکینه واعظی که شش نفر از اعضای خانواده خود را تقدیم انقلاب اسلامی و ایران کرده بود، به فرزندان شهیدش پیوست ,https://www.hamshahrionline.ir/news/504314/درگذشت-بانو-واعظی-مادر-چهار-شهید-به-فرزندانش-پیوست,5
واکنش ظریف به اظهارات ترامپ فعلا به کرونایی‌های ارتش خود برسید ,وزیر خارجه در یک واکنش توئیتری به اظهارات اخیر ترامپ نوشت، به جای تهدید فعلا به هزار سرباز مبتلا به کرونای خود بپردازید ,https://www.hamshahrionline.ir/news/504312/واکنش-ظریف-به-اظهارات-ترامپ-فعلا-به-کرونایی-های-ارتش-خود-برسید,5
فرمانده سپاه در دفاع از امنیت ملی پاسخ ما قاطع و سریع خواهد بود ,سرلشکر سلامی در بازدید از منطقه نازعات در واکنش به لفاظی اخیر مقام‌های امریکایی گفت به آمریکایی‌ها اعلام می‌کنیم در دفاع از امنیت ملی، مرزهای آبی و منافع دریایی مان کاملاً مصصم و جدی هستیم و هر اقدامی با پاسخ قاطع، موثر و سریع ما مواجه خواهد شد ,https://www.hamshahrionline.ir/news/504302/فرمانده-سپاه-در-دفاع-از-امنیت-ملی-پاسخ-ما-قاطع-و-سریع-خواهد,5
رئیس جمهوری ماداگاسکار درمان کرونا یک چای معجزه‌آساست ,رئیس جمهوری ماداگاساکار با این ادعا که یک نوع چای گیاهی بومی در این کشور بیماران کرونا را درمان می‌کند، مقابل جمع جرعه‌ای از این چای نوشید ,https://www.hamshahrionline.ir/news/504276/رئیس-جمهوری-ماداگاسکار-درمان-کرونا-یک-چای-معجزه-آساست,5
پیام رئیس جمهوری کره شمالی به اسد حالم خوب است ,رهبر کره شمالی برای رئیس جمهوری سوریه پیام تشکر فرستاد ,https://www.hamshahrionline.ir/news/504272/پیام-رئیس-جمهوری-کره-شمالی-به-اسد-حالم-خوب-است,9
صلح موقت در جهان به خاطر کرونا شورای امنیت بحث می‌کند ,شورای امنیت سازمان ملل پیش‌نویس قطعنامه‌ای ‌را پیش روی دارد که بر اساس آن قرار است جهان برای روز بدون جنگ باشد ,https://www.hamshahrionline.ir/news/504270/صلح-موقت-در-جهان-به-خاطر-کرونا-شورای-امنیت-بحث-می-کند,5
ضوابط وام میلیون تومانی برای بازنشستگان اعلام شد ,ثبت نام مرحله دوم وام ضروری میلیون تومانی بازنشستگان کشوری تا اول خرداد ادامه دارد و متقاضیان می‌توانند با مراجعه به سایت صندوق بازنشستگی به نشانی ثبت نام کنند ,https://www.hamshahrionline.ir/news/504262/ضوابط-وام-۷-میلیون-تومانی-برای-بازنشستگان-اعلام-شد,16
زیر پوست شهر خبرهایی است سخت‌تر از دی و آبان ,کرونا به ما نشان داد شرایطی به‌مراتب سخت‌تر از آبان و دی هم هست و نیز فرصتی است تا سرمایه اجتماعی تخریب‌شده در سال‌های اخیر بازسازی شود ,https://www.hamshahrionline.ir/news/504261/زیر-پوست-شهر-خبرهایی-است-سخت-تر-از-دی-۹۶-و-آبان-۹۸,7
بهره‌برداری از طرح‌های ملی جنوب استان فارس با دستور روحانی ,رئیس جمهوری صبح امروز پنجشنبه در ارتباط ویدئوکنفرانس چهار طرح ملی صنعتی، زیربنایی، ورزشی، درمانی و فرودگاهی را در جنوب استان فارس شهرستان لامرد افتتاح کرد ,https://www.hamshahrionline.ir/news/504256/بهره-برداری-از-طرح-های-ملی-جنوب-استان-فارس-با-دستور-روحانی,5
فیلم کارفرماها منتظر پیامک وام کسب و کار باشند شرط دریافت ,کارفرمایان می‌توانند از دو نوع وام در دوران شیوع کرونا بهره‌مند شوند ,https://www.hamshahrionline.ir/news/504248/فیلم-کارفرماها-منتظر-پیامک-وام-کسب-و-کار-باشند-شرط-دریافت,16
اصولگرایان دوباره دعوا را شروع نکنند میرسلیم نقش پدری را بپذیرد ,مرتضی طلایی با بیان اینکه اصولگرایانی که در دقیقه با یکدیگر اجماع کردند دوباره دعواهایشان را شروع نکنند، پیشنهاد کرد مصطفی میرسلیم در مجلس نقش پدری را ایفا کند ,https://www.hamshahrionline.ir/news/504245/اصولگرایان-دوباره-دعوا-را-شروع-نکنند-میرسلیم-نقش-پدری-را-بپذیرد,5
نگرانی چین از کرونای وارداتی از روسیه ,مقام‌های استان‌ها و مناطق شمال شرق چین به دلیل هم‌مرز بودن با روسیه مقررات سختی را برای مبارزه با ورود کرونا وضع کرده‌اند ,https://www.hamshahrionline.ir/news/504229/نگرانی-چین-از-کرونای-وارداتی-از-روسیه,5
واکنش‌ مقام‌های سیاسی و نظامی آمریکا به پرتاب ماهواره نور ایران را زیر نظر داریم ,همزمان با سکوت وزارت دفاع آمریکا درباره فضایی شدن سپاه، رئیس جمهوری ایالات متحده مدعی شد واشنگتن روند پرتاب ماهواره ایران را از نزدیک دنبال می‌کرده است ,https://www.hamshahrionline.ir/news/504233/واکنش-مقام-های-سیاسی-و-نظامی-آمریکا-به-پرتاب-ماهواره-نور-ایران,13
فیلم ترامپ از هیچ کشوری رایگان حمایت نمی‌کنیم؛ فعلا سالی یک میلیارد دلار ,ترامپ می‌گوید؛ ما دیگر از دوستانمان رایگان حمایت نمی‌کنیم الان سالی یک میلیارد دلار می‌گیریم آنها گفتند بیشتر هم می‌دهیم اما من فعلا قبول نکردم ,https://www.hamshahrionline.ir/news/504227/فیلم-ترامپ-از-هیچ-کشوری-رایگان-حمایت-نمی-کنیم-فعلا-سالی-یک,5
عکس روز بچه‌ روباه‌ها در بهار ,بچه‌ روباه‌ها خارج از لانه‌شان زیر یک مسیر چوبی راهپیمایی مشهور در کنار دریاچه انتاریو در تورنتوی کانادا بیرون آمده‌اند و بازی می‌کنند ,https://www.hamshahrionline.ir/news/504359/عکس-روز-بچه-روباه-ها-در-بهار,5
کرونا شهرهایی که به تصرف حیوانات درآمدند ,قرنطینه شهرها، خیابان‌های خلوت و مردمی که خانه‌نشین شده‌اند، حیوانات وحشی را در نقاط مختلف جهان تحریک کرده وارد فضاهای شهری شوند در این زمینه، چند عکس جالب ببینید ,https://www.hamshahrionline.ir/news/504174/کرونا-شهرهایی-که-به-تصرف-حیوانات-درآمدند,7
بارش‌های تازه در راه است ,سامانه جدید بارشی از شنبه اردبیهشت بخشی‌های وسیعی از ایران را دربر خواهد گرفت ,https://www.hamshahrionline.ir/news/504267/بارش-های-تازه-در-راه-است,7
دریا لرزید زلزله در خزر ,زلزله‌ای با قدرت ریشتر خزر را به تلاطم واداشت ,https://www.hamshahrionline.ir/news/504213/دریا-لرزید-زلزله-در-خزر,7
بحران عمیق‌تر زمین را فراموش نکنید ,دبیرکل سازمان ملل متحد به مناسبت روز زمین گفت  به رغم آثار اپیدمی ویروس کرونا، جهان نباید بحران اضطراری عمیق‌تری را که محیط زیست زمین با آن روبروست، فراموش کند ,https://www.hamshahrionline.ir/news/503887/بحران-عمیق-تر-زمین-را-فراموش-نکنید,7
